job_name,submit_time,duration,region,k,L_max,submit_local_hour,band,alpha,assigned_region
j_048824,21308585.6,46.9,US_East,4,19.7,10.05,day,1.0,France
j_140057,21308809.4,71.6,Japan,4,15.2,0.11,night,1.0,US_West
j_067058,21308816.2,101.2,France,3,362.3,16.12,day,1.0,France
j_085300,21308867.7,125.8,Germany,3,417.2,16.13,day,1.0,France
j_103584,21309474.1,3076.9,Korea,1,56788.2,0.3,night,1.0,France
j_103568,21309891.9,1872.7,Korea,1,54894.3,0.41,night,1.0,France
j_140087,21309936.7,1.2,Japan,5,4.9,0.43,night,1.0,France
j_121811,21310353.5,1109.2,India,2,11646.6,21.04,night,1.0,France
j_085323,21310552.7,2.4,Germany,5,1.7,16.6,day,1.0,US_West
j_067098,21310861.1,51.1,France,4,47.5,16.68,day,1.0,US_West
j_012342,21311299.0,16.3,US_West,4,30.7,7.81,night,1.0,US_West
j_121831,21311301.4,58.5,India,4,40.6,21.31,night,1.0,France
j_048815,21311434.2,105.5,US_East,3,139.3,10.84,day,1.0,US_West
j_121843,21311504.3,8113.3,India,2,14782.1,21.36,night,1.0,US_West
j_012332,21312026.1,9121.8,US_West,1,51078.6,8.01,day,1.0,France
j_048834,21312441.7,5.1,US_East,5,2.7,11.12,day,1.0,France
j_121804,21313405.6,11942.1,India,1,47434.8,21.89,night,1.0,France
j_067089,21313507.0,3409.4,France,1,54692.7,17.42,day,1.0,France
j_030570,21313639.7,4.9,US_Central,5,4.5,10.46,day,1.0,France
j_140085,21314698.9,1845.9,Japan,2,8258.5,1.75,night,1.0,France
j_140092,21314750.0,5641.0,Japan,1,67927.3,1.76,night,1.0,France
j_140075,21315258.7,733.4,Japan,2,21438.1,1.91,night,1.0,France
j_048817,21315356.2,1.6,US_East,5,3.7,11.93,day,1.0,France
j_048848,21315451.3,1481.6,US_East,1,52264.6,11.96,day,1.0,US_West
j_048838,21315495.3,11.6,US_East,5,1.2,11.97,day,1.0,US_West
j_121829,21315548.7,1111.3,India,1,73270.2,22.49,night,1.0,France
j_103563,21315586.3,3096.0,Korea,1,61206.2,2.0,night,1.0,France
j_121823,21315877.6,2826.6,India,1,44636.1,22.58,night,1.0,France
j_140062,21315958.9,617.3,Japan,3,455.4,2.1,night,1.0,France
j_140063,21316380.7,14.5,Japan,4,41.3,2.22,night,1.0,France
j_048844,21316395.8,387.7,US_East,3,226.1,12.22,day,1.0,US_West
j_067082,21316694.1,10752.9,France,1,81950.7,18.3,day,1.0,US_West
j_103598,21316740.0,1077.2,Korea,2,8903.7,2.32,night,1.0,France
j_085336,21316903.8,6914.3,Germany,1,56423.7,18.36,day,1.0,US_West
j_103572,21317104.7,4.7,Korea,5,1.4,2.42,night,1.0,US_East
j_030597,21317167.9,4.9,US_Central,5,3.2,11.44,day,1.0,US_West
j_012341,21317741.2,3.2,US_West,5,2.8,9.59,day,1.0,US_West
j_140052,21318015.6,8805.1,Japan,1,49834.2,2.67,night,1.0,US_West
j_030568,21318260.8,375.7,US_Central,3,290.5,11.74,day,1.0,US_West
j_048823,21318279.5,3.6,US_East,5,2.5,12.74,day,1.0,US_West
j_030574,21318330.4,6285.7,US_Central,2,13966.2,11.76,day,1.0,US_East
j_012331,21318577.0,5.4,US_West,5,2.8,9.83,day,1.0,US_West
j_140072,21318657.4,3045.4,Japan,2,15390.8,2.85,night,1.0,US_West
j_067095,21318862.9,789.0,France,2,25956.8,18.91,day,1.0,US_East
j_103560,21319316.5,3.4,Korea,5,3.2,3.03,night,1.0,France
j_012301,21319340.3,1800.0,US_West,3,503.1,10.04,day,1.0,France
j_140089,21319679.3,1080.0,Japan,1,62090.2,3.13,night,1.0,France
j_121833,21319982.1,10926.9,India,1,73138.0,23.72,night,1.0,US_West
j_012347,21320034.9,2.5,US_West,5,2.2,10.23,day,1.0,France
j_048805,21320340.1,62.9,US_East,4,29.4,13.32,day,1.0,France
j_030567,21320816.7,88.9,US_Central,4,53.5,12.45,day,1.0,France
j_121802,21320879.0,1818.4,India,1,59443.0,23.97,night,1.0,US_West
j_140077,21320984.0,4.2,Japan,5,4.1,3.5,night,1.0,US_West
j_085318,21321034.1,15489.3,Germany,1,45699.7,19.51,day,1.0,France
j_085307,21321295.1,10258.3,Germany,1,80646.1,19.58,day,1.0,US_West
j_012309,21321461.4,389.8,US_West,2,10735.7,10.63,day,1.0,US_West
j_048818,21321533.3,3.5,US_East,5,3.2,13.65,day,1.0,France
j_067077,21322026.6,3.4,France,5,2.1,19.79,day,1.0,US_East
j_103566,21322141.6,7.4,Korea,5,1.1,3.82,night,1.0,France
j_140067,21322601.1,8.8,Japan,5,3.9,3.94,night,1.0,US_West
j_103590,21322680.8,7180.0,Korea,1,64829.0,3.97,night,1.0,US_West
j_012325,21323002.1,9367.0,US_West,1,66424.7,11.06,day,1.0,France
j_012340,21323265.1,2469.7,US_West,1,46775.4,11.13,day,1.0,US_East
j_048830,21323421.6,21.5,US_East,4,16.9,14.17,day,1.0,US_Central
j_121822,21323462.6,985.9,India,2,27304.6,0.68,night,1.0,US_East
j_030576,21323600.0,5.3,US_Central,4,26.2,13.22,day,1.0,US_East
j_140084,21323603.5,72.5,Japan,4,41.5,4.22,night,1.0,France
j_048816,21323652.9,3371.2,US_East,2,26320.0,14.24,day,1.0,US_East
j_121836,21323935.5,3895.4,India,1,59914.1,0.82,night,1.0,US_West
j_048829,21324089.2,6.6,US_East,5,2.5,14.36,day,1.0,US_West
j_103597,21324409.1,2916.5,Korea,2,21292.2,4.45,night,1.0,US_West
j_012317,21324409.2,3.2,US_West,5,1.4,11.45,day,1.0,US_Central
j_121849,21324423.9,7998.1,India,1,75275.9,0.95,night,1.0,France
j_140078,21324581.1,7762.9,Japan,2,18186.6,4.49,night,1.0,France
j_067092,21324608.3,35.5,France,4,40.2,20.5,night,1.0,France
j_048841,21324680.0,4.4,US_East,5,4.2,14.52,day,1.0,US_East
j_012337,21324682.8,16.1,US_West,4,22.5,11.52,day,1.0,US_Central
j_085305,21324687.6,515.2,Germany,3,149.1,20.52,night,1.0,US_Central
j_030582,21324815.8,26.3,US_Central,4,18.0,13.56,day,1.0,US_Central
j_121820,21324832.7,25.4,India,4,27.8,1.06,night,1.0,France
j_030559,21324871.1,3210.0,US_Central,1,73954.0,13.58,day,1.0,US_Central
j_048832,21324888.3,2.6,US_East,5,1.4,14.58,day,1.0,US_West
j_085327,21325092.3,26.0,Germany,4,22.8,20.64,night,1.0,France
j_121844,21325146.6,1569.2,India,2,10624.6,1.15,night,1.0,US_Central
j_030588,21325166.7,13.0,US_Central,5,4.3,13.66,day,1.0,US_East
j_048847,21325485.0,10.2,US_East,4,50.5,14.75,day,1.0,US_East
j_048820,21325639.0,1855.9,US_East,2,16003.2,14.79,day,1.0,US_East
j_048828,21325656.8,7.2,US_East,5,1.3,14.79,day,1.0,US_West
j_121806,21325699.8,11.9,India,4,24.0,1.31,night,1.0,US_East
j_030590,21325727.9,107.9,US_Central,4,47.8,13.81,day,1.0,France
j_103581,21325764.0,9.5,Korea,5,4.9,4.82,night,1.0,US_East
j_103595,21325870.6,16908.6,Korea,1,62107.6,4.85,night,1.0,US_West
j_067090,21325893.9,6633.5,France,1,79078.8,20.86,night,1.0,US_Central
j_030560,21325910.2,7.9,US_Central,5,4.0,13.86,day,1.0,France
j_048810,21326055.2,55.5,US_East,4,50.1,14.9,day,1.0,France
j_030580,21326103.1,6227.4,US_Central,1,46556.8,13.92,day,1.0,US_East
j_048812,21326446.3,34.3,US_East,4,19.2,15.01,day,1.0,France
j_067085,21326692.9,109.1,France,3,301.6,21.08,night,1.0,US_East
j_085325,21327095.4,5808.4,Germany,1,54181.6,21.19,night,1.0,France
j_121807,21327770.1,10950.2,India,1,58826.3,1.88,night,1.0,France
j_140055,21327982.6,3194.8,Japan,2,24226.6,5.44,night,1.0,US_West
j_121847,21328041.0,2369.9,India,1,63314.3,1.96,night,1.0,US_East
j_140051,21328206.9,115.6,Japan,4,23.5,5.5,night,1.0,US_West
j_085328,21328527.1,471.0,Germany,3,306.3,21.59,night,1.0,US_West
j_012326,21328837.6,7.5,US_West,5,2.2,12.68,day,1.0,US_East
j_012316,21328964.6,15.0,US_West,5,3.9,12.71,day,1.0,France
j_030555,21329081.1,1284.3,US_Central,1,58942.9,14.74,day,1.0,US_West
j_048800,21329102.0,3.3,US_East,5,4.3,15.75,day,1.0,France
j_048821,21329275.0,13.0,US_East,4,15.8,15.8,day,1.0,France
j_030585,21329512.2,1.8,US_Central,5,2.3,14.86,day,1.0,France
j_103580,21329571.0,68.8,Korea,3,457.2,5.88,night,1.0,France
j_103592,21330056.4,7.4,Korea,4,19.6,6.02,night,1.0,France
j_012303,21330141.4,93.0,US_West,3,294.3,13.04,day,1.0,US_East
j_085316,21330189.1,5.6,Germany,5,2.4,22.05,night,1.0,US_West
j_012327,21330697.9,5.0,US_West,5,1.1,13.19,day,1.0,US_East
j_030566,21330717.2,11.1,US_Central,4,15.2,15.2,day,1.0,US_East
j_121830,21330904.8,19.6,India,4,35.1,2.75,night,1.0,France
j_121846,21331358.1,546.9,India,2,23081.6,2.88,night,1.0,France
j_085301,21331501.6,306.7,Germany,3,166.7,22.42,night,1.0,US_West
j_030598,21331553.8,14.8,US_Central,4,17.6,15.43,day,1.0,US_East
j_140099,21331782.5,121.8,Japan,3,369.9,6.5,night,1.0,France
j_067060,21331847.6,1724.0,France,1,77319.0,22.51,night,1.0,France
j_012305,21332148.3,2.9,US_West,5,1.5,13.6,day,1.0,US_West
j_030550,21332219.0,18.3,US_Central,4,17.6,15.62,day,1.0,US_West
j_012328,21332480.6,10.1,US_West,4,39.2,13.69,day,1.0,US_West
j_121814,21332662.3,6412.1,India,1,78187.6,3.24,night,1.0,US_West
j_067073,21332700.2,475.3,France,2,18814.1,22.75,night,1.0,France
j_012304,21333384.9,8.5,US_West,5,1.6,13.94,day,1.0,US_West
j_030596,21333588.9,14444.4,US_Central,1,55495.7,16.0,day,1.0,US_East
j_012313,21333613.4,3.4,US_West,5,4.0,14.0,day,1.0,France
j_030575,21334077.2,1101.4,US_Central,2,21685.1,16.13,day,1.0,US_West
j_121805,21334383.3,1.7,India,5,1.0,3.72,night,1.0,France
j_140094,21334398.5,5.9,Japan,5,1.2,7.22,night,1.0,France
j_030589,21334428.5,92.1,US_Central,4,54.7,16.23,day,1.0,France
j_012346,21334607.4,20042.9,US_West,1,83694.9,14.28,day,1.0,France
j_085343,21334905.9,9.2,Germany,5,1.1,23.36,night,1.0,France
j_012323,21335558.5,7.1,US_West,5,1.1,14.54,day,1.0,France
j_012329,21336578.2,7465.0,US_West,2,11716.5,14.83,day,1.0,France
j_030587,21336750.4,2330.6,US_Central,2,17738.6,16.88,day,1.0,France
j_085304,21336959.0,2995.3,Germany,1,50251.8,23.93,night,1.0,France
j_103579,21338436.1,2118.6,Korea,2,10431.7,8.34,day,1.0,France
j_030552,21338690.5,1590.2,US_Central,2,17596.6,17.41,day,1.0,France
j_012330,21338806.6,5.2,US_West,5,1.3,15.45,day,1.0,France
j_085337,21338814.2,6716.1,Germany,1,56506.8,0.45,night,1.0,France
j_085330,21338933.2,11916.4,Germany,1,83546.4,0.48,night,1.0,France
j_030565,21339507.5,1339.5,US_Central,2,13660.9,17.64,day,1.0,France
j_012368,21340989.4,55.5,US_West,4,35.9,16.05,day,1.0,US_West
j_103637,21342151.1,1481.4,Korea,2,7514.1,9.38,day,1.0,US_West
j_012373,21342219.2,151.7,US_West,3,318.4,16.39,day,1.0,France
j_140101,21342424.4,14319.1,Japan,1,83630.2,9.45,day,1.0,France
j_121894,21343351.0,8966.2,India,1,66938.6,6.21,night,1.0,France
j_140130,21343633.2,171.1,Japan,4,24.2,9.79,day,1.0,France
j_140127,21343686.3,1.6,Japan,5,1.3,9.8,day,1.0,France
j_067131,21343888.3,2193.5,France,1,62559.3,1.86,night,1.0,France
j_140148,21344149.4,350.5,Japan,3,170.8,9.93,day,1.0,France
j_012395,21344592.3,7.5,US_West,5,3.3,17.05,day,1.0,US_West
j_012398,21344615.9,7267.9,US_West,1,82794.4,17.06,day,1.0,France
j_030627,21344702.2,8.1,US_Central,5,2.2,19.08,day,1.0,US_East
j_067110,21345117.5,21600.0,France,1,82016.6,2.2,night,1.0,US_West
j_085351,21345130.6,6386.2,Germany,1,45226.5,2.2,night,1.0,US_East
j_067104,21345151.5,2766.1,France,1,45874.2,2.21,night,1.0,US_West
j_085353,21345378.7,4115.7,Germany,1,84224.0,2.27,night,1.0,France
j_067127,21345409.5,7325.8,France,1,80469.3,2.28,night,1.0,US_East
j_103625,21345443.3,6.2,Korea,5,2.0,10.29,day,1.0,US_West
j_030617,21346118.1,3067.3,US_Central,2,16773.0,19.48,day,1.0,US_East
j_103648,21346252.3,7.1,Korea,5,2.9,10.51,day,1.0,US_West
j_085383,21346298.3,57.4,Germany,3,226.7,2.53,night,1.0,US_West
j_067137,21346324.6,930.0,France,2,24258.5,2.53,night,1.0,US_East
j_030615,21346527.0,60.9,US_Central,4,55.7,19.59,day,1.0,US_West
j_103647,21346687.8,953.1,Korea,3,319.5,10.64,day,1.0,US_West
j_048890,21346819.0,2736.8,US_East,1,79042.0,20.67,night,1.0,US_East
j_103633,21346898.3,6.5,Korea,5,1.2,10.69,day,1.0,France
j_067135,21347082.7,3309.2,France,1,47353.7,2.75,night,1.0,France
j_085397,21347092.0,186.8,Germany,3,141.5,2.75,night,1.0,US_West
j_140143,21347217.9,4.3,Japan,5,1.5,10.78,day,1.0,France
j_048885,21347269.5,15.1,US_East,4,30.7,20.8,night,1.0,US_East
j_085367,21347309.1,9285.0,Germany,1,72326.8,2.81,night,1.0,US_East
j_140125,21347366.3,6.1,Japan,5,1.1,10.82,day,1.0,US_West
j_085357,21347548.6,12.7,Germany,5,3.0,2.87,night,1.0,US_West
j_103618,21347978.2,8.8,Korea,5,3.1,10.99,day,1.0,US_West
j_121899,21348410.1,453.3,India,3,250.3,7.61,night,1.0,US_West
j_140131,21348598.5,4.0,Japan,5,4.0,11.17,day,1.0,France
j_048895,21349013.7,55.3,US_East,4,31.3,21.28,night,1.0,US_West
j_085350,21349076.7,1917.3,Germany,2,25078.8,3.3,night,1.0,France
j_103624,21349525.2,5.7,Korea,5,4.3,11.42,day,1.0,France
j_121867,21349660.8,44.8,India,4,58.5,7.96,night,1.0,US_West
j_067142,21349841.3,8.2,France,5,4.4,3.51,night,1.0,France
j_085380,21350216.3,20082.5,Germany,1,63435.9,3.62,night,1.0,France
j_067121,21350265.5,2416.2,France,1,61183.9,3.63,night,1.0,US_West
j_140128,21351751.6,12787.9,Japan,1,61525.9,12.04,day,1.0,France
j_140139,21351796.0,4.3,Japan,5,2.6,12.05,day,1.0,France
j_067111,21351886.0,12092.3,France,1,68833.2,4.08,night,1.0,France
j_103638,21352420.2,39.9,Korea,4,42.2,12.23,day,1.0,US_West
j_103646,21352629.5,2286.1,Korea,1,65834.8,12.29,day,1.0,France
j_067141,21352707.9,3858.0,France,1,79089.2,4.31,night,1.0,France
j_048852,21352753.3,25.5,US_East,4,18.1,22.32,night,1.0,France
j_048864,21352856.5,4558.6,US_East,1,81043.9,22.35,night,1.0,US_West
j_140100,21353199.4,3012.6,Japan,1,68489.4,12.44,day,1.0,US_West
j_030616,21353603.7,3.5,US_Central,5,2.4,21.56,night,1.0,US_West
j_140111,21353762.0,10.4,Japan,5,1.2,12.6,day,1.0,US_West
j_085381,21353762.2,122.5,Germany,3,159.2,4.6,night,1.0,US_West
j_067119,21354132.7,25.5,France,4,45.3,4.7,night,1.0,France
j_085376,21354386.5,1743.2,Germany,2,19084.6,4.77,night,1.0,US_West
j_030624,21354498.3,4.7,US_Central,5,4.2,21.81,night,1.0,US_West
j_048868,21354696.0,385.0,US_East,1,62937.2,22.86,night,1.0,US_West
j_048888,21354914.7,50.1,US_East,4,15.6,22.92,night,1.0,US_West
j_048887,21355292.8,508.3,US_East,3,473.9,23.03,night,1.0,France
j_103620,21355389.9,2121.6,Korea,1,46313.1,13.05,day,1.0,US_East
j_085373,21355505.8,14400.0,Germany,2,18129.9,5.08,night,1.0,US_West
j_012393,21356032.2,93.1,US_West,3,261.5,20.23,night,1.0,France
j_103649,21356090.1,98.6,Korea,4,22.2,13.25,day,1.0,US_East
j_140132,21356171.4,4.5,Japan,5,3.9,13.27,day,1.0,France
j_121857,21356348.6,57.3,India,3,156.6,9.82,day,1.0,France
j_140129,21356683.6,20.9,Japan,4,16.3,13.41,day,1.0,US_West
j_103640,21356705.0,1.4,Korea,5,4.1,13.42,day,1.0,US_West
j_085386,21356781.9,28.7,Germany,4,50.8,5.44,night,1.0,France
j_140118,21356892.0,46.5,Japan,4,50.7,13.47,day,1.0,France
j_140122,21357223.0,14.8,Japan,5,1.9,13.56,day,1.0,US_West
j_103609,21357384.4,4209.4,Korea,1,68516.5,13.61,day,1.0,US_West
j_103629,21357416.1,15.3,Korea,5,1.4,13.62,day,1.0,US_West
j_012366,21357430.0,4.3,US_West,5,2.0,20.62,night,1.0,US_West
j_012375,21357732.6,51.8,US_West,4,31.2,20.7,night,1.0,France
j_067125,21357827.7,12.3,France,5,2.5,5.73,night,1.0,US_West
j_085378,21358199.4,2771.9,Germany,1,58370.3,5.83,night,1.0,US_East
j_030619,21358896.9,2423.7,US_Central,2,15208.8,23.03,night,1.0,US_East
j_121891,21358925.3,6152.2,India,1,72599.3,10.53,day,1.0,US_East
j_030636,21358942.8,4690.2,US_Central,2,20451.5,23.04,night,1.0,France
j_030646,21359182.6,1108.5,US_Central,2,16064.1,23.11,night,1.0,France
j_030606,21359344.6,6070.6,US_Central,1,63496.2,23.15,night,1.0,US_East
j_012363,21359475.2,3658.4,US_West,1,57321.8,21.19,night,1.0,US_East
j_140108,21359621.1,464.0,Japan,3,160.0,14.23,day,1.0,France
j_085366,21359626.4,1970.0,Germany,1,83301.5,6.23,night,1.0,France
j_085354,21359633.6,38.4,Germany,4,17.5,6.23,night,1.0,US_East
j_048851,21359829.7,4127.7,US_East,1,45245.4,0.29,night,1.0,US_East
j_048873,21360173.5,5533.0,US_East,1,45020.3,0.38,night,1.0,US_East
j_140104,21360317.4,11.0,Japan,5,4.4,14.42,day,1.0,France
j_103632,21360590.2,6981.4,Korea,1,48726.9,14.5,day,1.0,US_East
j_121861,21360653.7,18.6,India,4,40.3,11.01,day,1.0,France
j_140107,21360707.9,234.7,Japan,3,225.7,14.53,day,1.0,US_East
j_140115,21360859.9,2963.9,Japan,1,50493.1,14.57,day,1.0,France
j_140103,21361160.5,27.9,Japan,4,44.6,14.66,day,1.0,US_East
j_103603,21361474.5,73.6,Korea,4,18.0,14.74,day,1.0,France
j_085359,21361704.8,4630.8,Germany,1,72266.2,6.81,night,1.0,France
j_140121,21362527.4,4.0,Japan,5,4.3,15.04,day,1.0,France
j_012356,21362565.9,3161.6,US_West,1,72660.3,22.05,night,1.0,US_East
j_103604,21362597.2,6.7,Korea,5,1.2,15.05,day,1.0,France
j_048877,21363264.8,11258.5,US_East,1,56624.5,1.24,night,1.0,France
j_140110,21363472.1,21600.0,Japan,1,55200.0,15.3,day,1.0,US_West
j_103606,21363671.1,1259.8,Korea,1,62553.7,15.35,day,1.0,US_East
j_103616,21363952.3,21.5,Korea,4,36.4,15.43,day,1.0,US_East
j_140106,21364134.5,48.2,Japan,4,22.5,15.48,day,1.0,US_West
j_140136,21364654.3,11.7,Japan,5,3.6,15.63,day,1.0,US_East
j_048871,21365063.7,16.4,US_East,4,25.6,1.74,night,1.0,US_East
j_085361,21365363.2,8689.0,Germany,1,66487.1,7.82,night,1.0,US_East
j_012358,21365598.4,10207.2,US_West,1,53822.8,22.89,night,1.0,France
j_048853,21365660.5,12.3,US_East,5,1.3,1.91,night,1.0,France
j_121859,21365668.2,11.4,India,5,3.8,12.41,day,1.0,France
j_103621,21365967.6,747.3,Korea,3,343.0,15.99,day,1.0,US_West
j_012387,21366061.6,5384.2,US_West,1,62125.6,23.02,night,1.0,US_East
j_048889,21366145.1,37.9,US_East,4,15.4,2.04,night,1.0,France
j_030637,21366374.5,8.5,US_Central,5,1.7,1.1,night,1.0,France
j_067134,21366411.0,1102.2,France,1,63641.6,8.11,day,1.0,US_East
j_140137,21366415.3,75.5,Japan,4,18.9,16.12,day,1.0,France
j_030618,21366707.1,71.9,US_Central,4,25.6,1.2,night,1.0,France
j_030611,21366779.1,1785.1,US_Central,2,22596.3,1.22,night,1.0,US_East
j_085388,21367204.4,3472.1,Germany,1,78918.0,8.33,day,1.0,France
j_030608,21367234.6,8744.9,US_Central,1,45717.6,1.34,night,1.0,France
j_103610,21367262.1,15.9,Korea,5,3.8,16.35,day,1.0,US_East
j_048881,21367454.6,6.0,US_East,5,2.2,2.4,night,1.0,France
j_012361,21367999.5,6246.6,US_West,1,84753.7,23.56,night,1.0,US_East
j_121868,21368481.0,6.7,India,5,1.2,13.19,day,1.0,US_East
j_030628,21368892.7,305.6,US_Central,3,256.5,1.8,night,1.0,France
j_067147,21369150.7,12.4,France,5,1.2,8.88,day,1.0,US_East
j_030639,21369422.4,18148.4,US_Central,1,49072.4,1.95,night,1.0,US_East
j_030635,21369841.3,9830.1,US_Central,1,68408.4,2.07,night,1.0,US_West
j_048886,21369898.8,659.2,US_East,2,23130.2,3.08,night,1.0,US_East
j_048863,21370103.2,7090.7,US_East,1,80341.5,3.14,night,1.0,US_West
j_048857,21370258.2,17098.9,US_East,1,52600.3,3.18,night,1.0,France
j_121883,21370280.4,19.5,India,4,19.5,13.69,day,1.0,US_East
j_067101,21370615.6,169.8,France,3,253.3,9.28,day,1.0,France
j_085379,21370827.4,2900.0,Germany,1,59352.0,9.34,day,1.0,US_West
j_012382,21370857.9,10571.6,US_West,2,9530.8,0.35,night,1.0,US_East
j_140113,21371013.2,7.3,Japan,5,1.7,17.39,day,1.0,US_West
j_121874,21371125.5,7472.4,India,1,83228.2,13.92,day,1.0,US_East
j_121882,21371222.9,3288.8,India,1,69277.4,13.95,day,1.0,US_East
j_030603,21371423.7,24.0,US_Central,4,39.7,2.51,night,1.0,US_East
j_048874,21371459.2,5687.0,US_East,1,61123.1,3.52,night,1.0,France
j_030621,21371624.2,1.3,US_Central,5,1.8,2.56,night,1.0,US_West
j_030600,21371685.7,1405.7,US_Central,2,19461.6,2.58,night,1.0,US_East
j_030633,21371711.5,1996.9,US_Central,1,52559.6,2.59,night,1.0,France
j_103636,21371828.5,453.8,Korea,3,354.1,17.62,day,1.0,US_West
j_012359,21371849.3,8971.5,US_West,1,47574.9,0.62,night,1.0,US_West
j_030640,21371940.6,21600.0,US_Central,1,71079.0,2.65,night,1.0,US_West
j_121853,21372435.9,25.7,India,4,19.8,14.29,day,1.0,France
j_067103,21372553.7,6.5,France,5,1.1,9.82,day,1.0,France
j_012379,21372681.4,3.7,US_West,5,1.8,0.86,night,1.0,France
j_140102,21372803.7,7.0,Japan,5,1.9,17.89,day,1.0,US_East
j_085393,21373143.1,3.5,Germany,5,3.4,9.98,day,1.0,US_West
j_103626,21373399.1,7.6,Korea,5,3.3,18.06,day,1.0,US_East
j_103628,21373497.4,64.4,Korea,4,56.7,18.08,day,1.0,US_West
j_012386,21373639.5,4230.1,US_West,1,45533.2,1.12,night,1.0,France
j_012380,21373851.9,1722.0,US_West,2,17864.3,1.18,night,1.0,France
j_085371,21373875.8,2.8,Germany,5,4.3,10.19,day,1.0,US_East
j_085377,21374248.6,4007.4,Germany,1,51307.7,10.29,day,1.0,US_West
j_067144,21374330.7,10.9,France,4,45.4,10.31,day,1.0,France
j_103614,21374391.4,1904.7,Korea,1,50105.8,18.33,day,1.0,Germany
j_048856,21374401.7,9242.7,US_East,1,56008.1,4.33,night,1.0,US_East
j_012367,21374444.1,4100.3,US_West,1,58010.9,1.35,night,1.0,US_West
j_085392,21375082.5,2.0,Germany,5,1.1,10.52,day,1.0,US_East
j_103627,21375341.5,11203.0,Korea,1,52252.6,18.59,day,1.0,France
j_030602,21375464.6,3096.3,US_Central,1,85211.4,3.63,night,1.0,US_East
j_067128,21375918.8,21.3,France,5,3.0,10.76,day,1.0,US_West
j_121850,21376081.6,651.8,India,3,177.8,15.3,day,1.0,US_East
j_030610,21376449.6,34.5,US_Central,4,47.7,3.9,night,1.0,France
j_048878,21376497.9,13702.2,US_East,1,82737.8,4.92,night,1.0,US_West
j_067133,21376559.7,101.6,France,3,129.8,10.93,day,1.0,US_West
j_067114,21376662.2,21.3,France,4,52.0,10.96,day,1.0,France
j_085372,21377009.2,57.1,Germany,4,16.4,11.06,day,1.0,US_East
j_103623,21377222.1,1771.0,Korea,1,47981.1,19.12,day,1.0,France
j_103642,21378412.9,7884.1,Korea,1,59926.8,19.45,day,1.0,France
j_012392,21378653.8,9530.9,US_West,1,54664.0,2.51,night,1.0,US_East
j_012354,21378868.7,9.3,US_West,5,4.9,2.57,night,1.0,US_East
j_121877,21379177.4,8.8,India,5,1.8,16.16,day,1.0,France
j_048870,21379756.6,11.8,US_East,5,2.1,5.82,night,1.0,France
j_085356,21379779.1,3534.1,Germany,1,46936.1,11.83,day,1.0,France
j_121852,21379781.1,48.2,India,4,40.1,16.33,day,1.0,France
j_121897,21379800.1,9642.6,India,1,61975.6,16.33,day,1.0,France
j_012353,21379841.1,109.4,US_West,3,406.0,2.84,night,1.0,France
j_085362,21380369.3,6.7,Germany,5,2.1,11.99,day,1.0,US_East
j_067118,21381155.3,6.3,France,5,1.5,12.21,day,1.0,France
j_048891,21381369.1,1906.5,US_East,1,43478.2,6.27,night,1.0,France
j_085390,21381798.0,5.1,Germany,5,1.5,12.39,day,1.0,Germany
j_103639,21381819.8,14.2,Korea,5,3.9,20.39,night,1.0,Germany
j_085396,21381961.7,2703.5,Germany,1,54732.5,12.43,day,1.0,France
j_085387,21382070.1,7.8,Germany,5,3.6,12.46,day,1.0,Germany
j_048876,21382074.7,19518.3,US_East,1,71876.5,6.47,night,1.0,Germany
j_140134,21382327.7,5.5,Japan,5,1.9,20.54,night,1.0,France
j_121892,21382468.0,3.6,India,5,1.1,17.07,day,1.0,Germany
j_103619,21382760.6,9879.2,Korea,1,63856.1,20.66,night,1.0,Germany
j_067145,21383254.1,76.4,France,3,304.1,12.79,day,1.0,Germany
j_012394,21383334.9,9117.8,US_West,1,53612.5,3.82,night,1.0,France
j_121873,21383347.6,5.5,India,5,1.1,17.32,day,1.0,France
j_012362,21383592.5,3461.1,US_West,1,81383.9,3.89,night,1.0,Germany
j_067129,21383836.0,36.5,France,4,20.7,12.95,day,1.0,France
j_048872,21384216.0,4.6,US_East,5,1.4,7.06,night,1.0,France
j_067149,21384596.4,7.4,France,5,2.4,13.17,day,1.0,France
j_067102,21384744.0,7.0,France,4,48.3,13.21,day,1.0,Germany
j_140146,21384749.0,9.8,Japan,5,2.0,21.21,night,1.0,Germany
j_030609,21385072.9,21.8,US_Central,4,34.2,6.3,night,1.0,France
j_103643,21385201.8,2.6,Korea,5,1.5,21.33,night,1.0,Germany
j_085389,21385230.4,1.3,Germany,5,3.3,13.34,day,1.0,Germany
j_048880,21385454.7,9.0,US_East,5,1.1,7.4,night,1.0,Germany
j_030623,21385710.4,10717.5,US_Central,1,50333.9,6.48,night,1.0,Germany
j_067112,21386190.4,53.7,France,4,24.4,13.61,day,1.0,Germany
j_121885,21386279.8,5415.3,India,1,49850.8,18.13,day,1.0,Germany
j_012384,21386474.4,5813.4,US_West,1,50759.4,4.69,night,1.0,France
j_085374,21387049.7,33.3,Germany,4,23.7,13.85,day,1.0,France
j_103630,21387284.2,1.6,Korea,5,2.3,21.91,night,1.0,Germany
j_030647,21387474.4,3.7,US_Central,5,1.2,6.97,night,1.0,France
j_085352,21388179.2,1.6,Germany,5,3.0,14.16,day,1.0,France
j_140112,21388574.6,128.2,Japan,3,558.1,22.27,night,1.0,France
